# KEGG facts behind kegg_predicates.tsv, generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	symbols	name	brite	modules
K26223	GFT1, GONST4	GDP-fucose transporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26224	URGT	UDP-rhamnose/UDP-galactose transporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26237	TMEM9B	transmembrane protein 9B		
K26238	TMEM9	proton-transporting V-type ATPase complex assembly regulator	ko02000:Other transporters > Accessory factors involved in transport [TC:8]	
K26241	NACHO, TMEM35A	novel acetylcholine receptor chaperone	ko03110:Other chaperones and cochaperones > Others	
K26244	PHF12, RCO1	transcriptional regulatory protein PHF12/RCO1		
K26245	PHO23	transcriptional regulatory protein PHO23		
K26246	UME1	transcriptional regulatory protein UME1		
K26247	PROT	proline transporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26252	dtxR, ideR	DtxR family transcriptional regulator, iron-dependent repressor	ko03000:Prokaryotic type > Helix-turn-helix > Other families	
K26255	EMP1	epithelial membrane protein 1		
K26256	EMP2	epithelial membrane protein 2		
K26257	EMP3	epithelial membrane protein 3		
K26261	S1	Seadornavirus RNA-directed RNA polymerase VP1 [EC:2.7.7.48]		
K26262	VP1	Orbivirus RNA-directed RNA polymerase [EC:2.7.7.48]		
K26263	S2	Dinovernavirus RNA-directed RNA polymerase VP2 [EC:2.7.7.48]		
K26264	S2	Aquareovirus/Orthoreovirus RNA-directed RNA polymerase VP2 [EC:2.7.7.48]		
K26265	S2	Picobirnaviridae RNA-dependent RNA polymerase [EC:2.7.7.48]		
K26268	VP1	Birnaviridae RNA-directed RNA polymerase [EC:2.7.7.48]		
K26271	MS1, MMD1	PHD finger protein MS1/MMD1	ko03000:Eukaryotic type > Zinc finger > Other zinc fingers	
K26272	dgcN	D-glutamate N-acetyltransferase [EC:2.3.1.312]		
K26274	AL	PHD finger protein ALFIN-LIKE	ko03000:Eukaryotic type > Zinc finger > Other zinc fingers	
K26275	L	Rhabdoviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375]		
K26276	L	Novirhabdovirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.6.1.- 2.7.7.88 2.1.1.375]		
K26277	L	Reptarenavirus RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-]		
K26278	PB1	Quaranjavirus RNA-directed RNA polymerase catalytic subunit [EC:2.7.7.48]		
K26279	P2	Thogotovirus RNA-directed RNA polymerase catalytic subunit [EC:2.7.7.48]		
K26280	L	Tospoviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-]		
K26283	CPES	ceramide phosphoethanolamine synthase [EC:2.7.8.48]		
K26285	gtfB	4,3-alpha-glucanotransferase [EC:2.4.1.390]		
K26286	E2.4.1.391	beta-1,2-glucosyltransferase [EC:2.4.1.391]		
K26287	E2.4.1.392	3-O-beta-D-glucopyranosyl-beta-D-glucuronide phosphorylase [EC:2.4.1.392]		
K26288	E3.2.1.218	alpha-3'-ketoglucosidase [EC:3.2.1.218]		
K26289	palQ	palatinase [EC:3.2.1.219]		
K26290	palR	LysR family transcriptional regulator, regulator of pal gene cluster	ko03000:Prokaryotic type > Helix-turn-helix > LysR family	
K26318	fccA, fcc3	fumarate reductase (cytochrome) [EC:1.3.2.4]		
K26346	HSO	homospermidine oxidase [EC:1.4.3.27]		
K26347	ASQJ	(-)-cyclopenine synthase [EC:1.14.11.81]		
K26348	ASQI	cyckopenase [EC:4.1.99.27]		
K26349	FORHAM	alpha-L-rhamnosyl-(1->4)-beta-D-glucuronate lyase [EC:4.2.2.28]		
K26350	ERIG	(-)-cyatha-3,12-diene synthase [EC:4.2.3.206]		
K26351	sapTC1	neoverrucosan-5beta-ol synthase [EC:4.2.3.207]		
K26352	chlTC2	verrucosan-2beta-ol synthase [EC:4.2.3.208]		
K26353	cysTC2	(R)-axinyssene synthase [EC:4.2.3.209]		
K26354	stlTC	lydicene synthase [EC:4.2.3.210]		
K26355	ard	acrylate reductase [EC:1.3.1.125]		
K26364	K26364	mimosinase [EC:4.3.3.8]		
K26365	cangL	canavanine-gamma-lyase [EC:4.4.1.43]		
K26366	ORF1	Ascoviridae DNA polymerase [EC:2.7.7.7]		
K26367	FV3-060R	Iridoviridae putative DNA polymerase [EC:2.7.7.7]		
K26368	FV3-008R	Iridoviridae putative DNA-directed RNA polymerase [EC:2.7.7.6]		
K26369	FV3-062L	Iridoviridae putative DNA-directed RNA polymerase II subunit RPB2 [EC:2.7.7.6]		
K26370	IIV6-343L	Iridovirus probable DNA-directed RNA polymerase subunit [EC:2.7.7.6]		
K26372	NP1450L	Asfivirus DNA-directed RNA polymerase RPB1 [EC:2.7.7.6]		
K26373	EP1242L	Asfivirus DNA-directed RNA polymerase RPB2 [EC:2.7.7.6]		
K26378	O174L	Asfivirus repair DNA polymerase X [EC:2.7.7.7]		
K26379	DPOL	Asfivirus DNA polymerase beta [EC:2.7.7.7]		
K26380	NSP	thiohydroximate-O-sulfate sulfate/sulfur-lyase (nitrile-forming) [EC:4.8.1.5]		
K26381	ESP	N-(sulfonatooxy)alkenimidothioic acid sulfate-lyase (epithionitrile-forming) [EC:4.8.1.6]		
K26382	TFP	phenyl-N-(sulfonatooxy)methanimidothioate sulfolyase [EC:4.8.1.7]		
K26383	TFP	N-(sulfonatooxy)prop-2-enimidothioate sulfolyase [EC:4.8.1.8]		
K26385	LHT	lysine histidine transporter	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26394	RdRp	Alphatetraviridae methyltransferase/helicase/RNA-directed RNA polymerase [EC:2.1.1.- 2.7.7.48 5.6.2.5]		
K26395	RdRp	Alphanodavirus RNA-directed RNA polymerase [EC:2.7.7.48]		
K26396	RdRp	Betanodavirus RNA-directed RNA polymerase [EC:2.7.7.48]		
K26397	E5.5.1.10	alpha-pinene-oxide decyclase [EC:5.5.1.10]		
K26399	K26399	arabinonate dehydratase [EC:4.2.1.5]		
K26400	quiC1, QA-4	3-dehydroshikimate dehydratase [EC:4.2.1.118]		
K26402	TRAM2	translocating chain-associated membrane protein 2		
K26403	CIAO2, CIA2, FAM96	cytosolic iron-sulfur assembly component 2	ko03400:Eukaryotic type > SSBR (single strand breaks repair) > NER (nucleotide excision repair) > Other NER factors	
K26406	dut	Rudiviridae probable dUTP diphosphatase [EC:3.6.1.23]		
K26407	OPG174	Poxviridae/Iridoviridae 3beta-hydroxy-Delta5-steroid dehydrogenase / steroid Delta-isomerase [EC:1.1.1.145 5.3.3.1]		
K26414	DAM	Straboviridae DNA adenine methylase [EC:2.1.1.72]		
K26422	L808	Mimiviridae probable sterol 14alpha-demethylase [EC:1.14.14.154]		
K26423	S273R	Asfivirus cysteine protease S273R [EC:3.4.22.-]	ko01002:Cysteine peptidases > Family C63	
K26424	E165R	Asfivirus dUTP diphosphatase [EC:3.6.1.23]		
K26425	NP419L	Asfivirus DNA ligase [EC:6.5.1.1]		
K26426	P1192R	Asfivirus DNA topoisomerase II [EC:5.6.2.2]		
K26427	EP364R	Asfivirus ERCC4 domain-containing protein EP364R [EC:3.1.4.-]		
K26428	B119L	Asfivirus FAD-linked sulfhydryl oxidase [EC:1.8.3.2]		
K26429	NP868R	Asfivirus mRNA-capping enzyme [EC:3.1.3.33 2.7.7.50 2.1.1.56]		
K26430	D250R	Asfivirus mRNA-decapping protein g5R [EC:3.1.3.- 3.6.1.52]		
K26431	E296R	Asfivirus probable AP endonuclease [EC:3.1.21.-]		
K26432	I215L	Asfivirus ubiquitin-conjugating enzyme E2 [EC:2.3.2.23]		
K26433	C129R	Asfivirus protein C129R [EC:3.1.4.-]		
K26434	LRRFIP	leucine-rich repeat flightless-interacting protein	ko03000:Eukaryotic type > Other transcription factors > LRRFIP	
K26437	MFSD12	major facilitator superfamily domain-containing protein 12	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26438	S3	Aquareovirus major inner capsid protein VP3 [EC:5.6.2.-]		
K26439	ORF69	Alphabaculovirus cap-specific mRNA (nucleoside-2'-O-)-methyltransferase [EC:2.1.1.57]		
K26440	CHIA	Alphabaculovirus/Betabaculovirus chitinase [EC:3.2.1.14]		
K26441	lig	DNA ligase [EC:6.5.1.1]		
K26443	EGT	Alphabaculovirus/Betabaculovirus ecdysteroid UDP-glucosyltransferase [EC:2.4.1.-]		
K26444	P33	Baculoviridae FAD-linked sulfhydryl oxidase [EC:1.8.3.2]		
K26445	P79	Alphabaculovirus/Betabaculovirus non-sulfated chondroitin lyase E66 [EC:4.2.2.-]		
K26446	P26	Alphabaculovirus poxin [EC:3.1.-.-]		
K26447	PK2	Alphabaculovirus probable serine/threonine-protein kinase 2 [EC:2.7.11.1]		
K26448	ORF38	Alphabaculovirus/Betabaculovirus ADP-ribose diphosphatase [EC:3.6.1.13]		
K26449	PNK/PNL	Alphabaculovirus putative polynucleotide kinase / polynucleotide phosphatase / RNA ligase [EC:2.7.1.78 3.1.3.32 6.5.1.3]		
K26450	PK1	Alphabaculovirus/Betabaculovirus serine/threonine-protein kinase 1 [EC:2.7.11.1]		
K26451	PTP	Alphabaculovirus tyrosine-protein phosphatase [EC:3.1.3.48]		
K26452	IE2	Alphabaculovirus E3 ubiquitin-protein ligase IE2 [EC:2.3.2.27]		
K26454	CDK2AP1	cyclin-dependent kinase 2-associated protein 1		
K26455	CDK2AP2	cyclin-dependent kinase 2-associated protein 2		
K26457	NPAS4	neuronal PAS domain-containing protein 4	ko03000:Eukaryotic type > Basic helix-loop-helix (bHLH) > Factors with PAS domain	
K26458	NKRF	NF-kappa-B-repressing factor	ko03000:Eukaryotic type > Other transcription factors > Others	
K26466	STRIT1	sarcoplasmic/endoplasmic reticulum calcium ATPase regulator DWORF	ko02000:Other transporters > Pores ion channels [TC:1]	
K26467	ALN	another-regulin	ko02000:Other transporters > Pores ion channels [TC:1]	
K26468	SMIM6, ELN	endoregulin	ko02000:Other transporters > Pores ion channels [TC:1]	
K26469	CCDC51, MITOK	mitochondrial potassium channel	ko02000:Other transporters > Others	
K26470	NNAT	neuronatin	ko02000:Other transporters > Pores ion channels [TC:1]	
K26481	CYP716A297	oleanolic acid C16alpha-oxidase		M00971
K26482	CYP714E52	echinocystic acid C23-oxidase		M00971
K26484	UGT73CU3	quillaic acid 3-O-GlcA beta-1,2-galactosyltransferase [EC:2.4.1.-]		M00971
K26485	UGT73CX1	quillaic acid 3-O-Gal-1,2-GlcA beta-1,3-xylosyltransferase [EC:2.4.2.-]		M00971
K26486	UGT73CX2	quillaic acid 3-O-Gal-1,2-GlcA alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]		
K26487	UGT74BX1	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA 28-O-glycosyltransferase		M00971+
K26488	FucSyn	4-keto-6-deoxyglucose 4-dehydrogenase		M00971+
K26489	UGT91AR1	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Fuc alpha-1,2-rhamnosyltransferase [EC:2.4.1.-]		M00971
K26490	UGT91AQ1	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-L-Rha-1,2-Fuc beta-1,4-xylosyltransferase [EC:2.4.2.-]		M00971
K26491	UGT73CY2	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Xyl-1,4-L-Rha-1,2-Fuc beta-1,3-apiosyltransferase [EC:2.4.2.-]		M00971
K26492	UGT73CY3	quillaic acid 3-O-Xyl/L-Rha-1,3-(Gal-1,2)-GlcA-28-O-Xyl-1,4-L-Rha-1,2-Fuc beta-1,3-xylosyltransferase [EC:2.4.2.-]		
K26493	ACT1	O-acetyltransferase		M00971+
K26494	UGT73B44	alpha-1,3-rhamnosyltransferase [EC:2.4.1.-]		M00971+
K26495	UGT91AP1	beta-1,3-glucosyltransferase [EC:2.4.1.-]		M00971+
K26497	TMEM230	transmembrane protein 230		
K26499	NCLN	BOS complex subunit NCLN	ko01002:Metallo peptidases > Family M28: aminopeptidase Y family	
K26502	TMEM258	transmembrane protein 258		M00072+
K26504	HE	Torovirus hemagglutinin-esterase [EC:3.1.1.53]		
K26505	OPG188	Orthopoxvirus poxin-schlafen [EC:3.1.-.-]		
K26506	p28	Orthopoxvirus E3 ubiquitin-protein ligase p28 [EC:2.3.2.27]		
K26507	BVRF2	Lymphocryptovirus capsid scaffolding protein [EC:3.4.21.97]	ko01002:Serine peptidases > Family S21: assemblin family	
K26508	BGLF5	Lymphocryptovirus shutoff alkaline exonuclease [EC:3.1.-.-]		
K26509	ORF63	Equid alphaherpesvirus E3 ubiquitin-protein ligase ICP0 [EC:2.3.2.27]		
K26510	FV3-083R	Iridoviridae probable DNA (cytosine-5)-methyltransferase [EC:2.1.1.37]		
K26511	VP1	Bocaparvovirus minor capsid protein VP1 [EC:3.1.1.4]		
K26512	UL12	Simplexvirus alkaline nuclease [EC:3.1.-.-]		
K26513	UL2	Simplexvirus uracil-DNA glycosylase [EC:3.2.2.27]		
K26514	ORF36	Rhadinovirus serine/threonine protein kinase [EC:2.7.11.1]		
K26515	K3	Rhadinovirus E3 ubiquitin-protein ligase MIR1 [EC:2.3.2.36]		
K26516	LAP	Leporipoxvirus E3 ubiquitin-protein ligase LAP [EC:2.3.2.27]		
K26517	ORF1	Panicovirus RNA-directed RNA polymerase [EC:2.7.7.48]		
K26518	Rep	Circovirus replication-associated protein [EC:2.7.7.- 3.1.21.- 3.6.1.-]		
K26519	SCIMP	SLP adapter and CSK-interacting membrane protein		
K26525	ORF1	Dianthovirus RNA-directed RNA polymerase [EC:2.7.7.48]		
K26526	N	Hantaviridae nucleoprotein [EC:3.1.-.-]		
K26527	hjc	Rudiviridae holliday junction resolvase [EC:3.1.21.10]		
K26528	C1	Begomovirus replication-associated protein [EC:2.7.7.- 3.1.21.-]		
K26529	F2L	Poxviridae dUTP diphosphatase [EC:3.6.1.23]		
K26530	A50R	Poxviridae DNA ligase [EC:6.5.1.1]		
K26531	D9R	Poxviridae mRNA-decapping protein [EC:3.1.3.-]		
K26532	D10R	Poxviridae mRNA-decapping protein [EC:3.1.3.-]		
K26533	G5R	Poxviridae putative nuclease [EC:3.1.-.-]		
K26534	A22R	Poxviridae DNA holliday junction resolvase [EC:3.1.-.-]		
K26538	PHOX	protein PHOX	ko03110:Other chaperones and cochaperones > Others	
K26539	ACTMAP	actin maturation protease [EC:3.4.11.-]		
K26542	ZNF346, JAZ	zinc finger protein 346		
K26543	ZNF385A, HZF	zinc finger protein 385A		
K26545	UBAP2	ubiquitin-associated protein 2	ko03400:Eukaryotic type > SSBR (single strand breaks repair) > NER (nucleotide excision repair) > Other NER factors	
K26547	MPEG1	macrophage-expressed gene 1 protein	ko02000:Other transporters > Pores ion channels [TC:1]	
K26548	NPF4, NRT1	MFS transporter, POT/PTR family, nitrate transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26549	NPF6, NRT1	MFS transporter, POT/PTR family, nitrate transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26551	NPF1, NRT1	MFS transporter, POT/PTR family, low-affinity nitrate transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26552	NPF2, GTR, NRT1	MFS transporter, POT/PTR family, nitrate/chloride/glucosinolate transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26553	NPF3, NITR, NRT1	MFS transporter, POT/PTR family, nitrite transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26554	NPF7, NRT1	MFS transporter, POT/PTR family, low-affinity nitrate transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26556	RAD52-1	DNA repair RAD52-like protein 1, mitochondrial	ko03400:Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Rad52 family proteins	
K26558	RAD52-2	DNA repair RAD52-like protein 2, chloroplastic	ko03400:Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Rad52 family proteins	
K26559	WHY1	single-stranded DNA-binding protein WHY1	ko03400:Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Other HR factors	
K26560	WHY3	single-stranded DNA-binding protein WHY3	ko03400:Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Other HR factors	
K26561	WHY2	single-stranded DNA-binding protein WHY2	ko03400:Eukaryotic type > DSBR (double strand breaks repair) > HR (homologous recombination) > Other HR factors	
K26562	NPF5, NRT1, NAET	MFS transporter, POT/PTR family, peptide/nitrate/nicotianamine transporter	ko02000:Major facilitator superfamily (MFS) > Nitrate/nitrite transporters > Proton-dependent oligopeptide transporter (POT/PTR) family [TC:2.A.17]	
K26563	NRT3, NAR2	high-affinity nitrate transporter	ko02000:Other transporters > Accessory factors involved in transport [TC:8]	
K26565	clbH	colibactin biosynthesis nonribosomal peptide synthase		
K26566	clbE	colibactin biosynthesis acyl carrier protein		
K26567	clbD	colibactin biosynthesis 3-hydroxyacyl-CoA dehydrogenase		
K26568	clbF	colibactin biosynthesis acyl-CoA dehydrogenase		
K26572	clbN	colibactin biosynthesis nonribosomal peptide synthase		
K26573	clbB	colibactin biosynthesis hybrid nonribosomal peptide/polyketide synthase		
K26574	clbC	colibactin biosynthesis polyketide synthase		
K26575	clbI	colibactin biosynthesis polyketide synthase		
K26576	clbO	colibactin biosynthesis polyketide synthase		
K26577	clbK	colibactin biosynthesis hybrid nonribosomal peptide/polyketide synthase		
K26578	clbJ	colibactin biosynthesis nonribosomal peptide synthase		
K26579	clbP	colibactin biosynthesis peptidase	ko01002:Serine peptidases > Family S12: D-Ala-D-Ala carboxypeptidase B family	
K26580	rhmT	MFS transporter, ACS family, inner membrane transport protein	ko02000:Major facilitator superfamily (MFS) > Organic acid transporters > Anion:cation symporter (ACS) family [TC:2.A.1.14]	
K26583	TRERF1	transcriptional-regulating factor 1		
K26584	ZNF541	zinc finger protein 541		
K26590	umaA	mycolic acid methyltransferase UmaA [EC:2.1.1.-]		
K26591	pcaA, umaA2	cyclopropane mycolic acid synthase PcaA		
K26592	mmaA4, hma	hydroxy mycolic acid synthase MmaA4		
K26593	mmaA3	methoxy mycolic acid synthase MmaA3		
K26594	mmaA1	mycolic acid methyltransferase MmaA1 [EC:2.1.1.-]		
K26595	mmaA2	cyclopropane mycolic acid synthase MmaA2		
K26596	cmaA2	cyclopropane mycolic acid synthase CmaA2		
K26597	cmaA1	cyclopropane mycolic acid synthase CmaA1		
K26598	HSPA2	heat shock 70kDa protein 2	ko03110:Heat shock proteins > HSP70 / DNAK	
K26599	gfcR	HTH-type transcriptional regulator, activator of D-glucose/D-fructose catabolism	ko03000:Prokaryotic type > Helix-turn-helix > Other families	
K26601	azlB	Lrp/AsnC family transcriptional regulator, repressor for azl operon	ko03000:Prokaryotic type > Helix-turn-helix > Lrp/AsnC family	
K26602	yihN	MFS transporter, GlpU family, inner membrane protein	ko02000:Major facilitator superfamily (MFS) > Drug transporters > Glycerophosphodiester uptake (GlpU) family [TC:2.A.1.52]	
K26603	yhjV	inner membrane transport protein	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26604	cyuP	cysteine uptake transport protein	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26605	azlC, brnF	branched chain amino acid efflux pump	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26606	azlD, brnE	branched chain amino acid efflux pump	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26608	TMEM120	transmembrane protein 120	ko02000:Other transporters > Pores ion channels [TC:1]	
K26609	exuR	LacI family transcriptional regulator, galacturonate utilization repressor	ko03000:Prokaryotic type > Helix-turn-helix > LacI family	
K26610	VEZF1	vascular endothelial zinc finger 1	ko03000:Eukaryotic type > Zinc finger > Cys2His2 BTB-ZF factors	
K26615	RdRp	Alphaflexiviridae RNA-directed RNA polymerase		
K26626	K26626	Pseudomonas phage RNA polymerase		
K26627	pol	Vibrio phage DNA polymerase		
K26629	K26629	Ackermannviridae thymidylate synthase		
K26634	K26634	Pbunavirus FAD-dependent thymidylate synthase		
K26638	RdRp	Pseudomonas phage RNA-directed RNA polymerase		
K26643	pol	Clostridium phage DNA polymerase		
K26644	K26644	Gordonia phage thymidylate synthase		
K26646	K26646	Chivirus thymidylate synthase complementing protein		
K26649	K26649	Kyanoviridae glycosyltransferase		
K26672	SLAC1, SLAH	S-type anion channel	ko02000:Other transporters > Electrochemical potential-driven transporters [TC:2]	
K26674	TMEM218	transmembrane protein 218		
K26679	ATP9A	phospholipid-transporting ATPase IIA [EC:7.6.2.1]		
K26689	K26689	Kyanoviridae glycosyltransferase		
K26691	K26691	Marseillevirus putative glycosyltransferase		
K26694	L	Phenuiviridae RNA-directed RNA polymerase L [EC:2.7.7.48 3.1.-.-]		
K26696	K26696	Prasinovirus DNA polymerase exonuclease subunit		
K26700	K26700	Poxviridae DNA polymerase-beta / AP endonuclease		
K26704	L	Rhabdoviridae RNA-directed RNA polymerase		
K26708	K26708	Marseillevirus putative glycosyltransferase		
K26711	K26711	Marseillevirus putative mannosyltransferase		
K26715	K26715	Marseillevirus putative RNA methyltransferase		
K26716	K26716	Mimiviridae glycosyltransferase		
K26718	K26718	Aeromonas phage Alt-like RNA polymerase ADP-ribosyltransferase		
K26719	K26719	Mimiviridae putative acetyltransferase		
