# Generated by scripts/build_kegg_predicate_map.py; edit the proposals or rules, not this file.
# KEGG: KEGG REST retrieved 2026-09-24; ko_list.tsv sha256 bf37ae22839f8805 (28564 KOs); modules.txt sha256 b9b2b815ef61c8eb (574 modules); ko_list sha256 05f9267a37f1cec8 (75 KOfam KOs absent from KEGG REST)
# Swiss-Prot: uniprot_sprot.dat.gz 2026_03 sha256 c87208822a56e8ae (428,778 reviewed proteins linked to KOs); KEGG gene links swissprot_kegg_ko.tsv sha256 20ab0dd3b910cb82; go-basic.obo sha256 b08d45b268b8c24c
# ko	predicates	evidence
K27895	transcription_factor,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others
K27896	transcription_factor,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 BTB-ZF factors;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 BTB-ZF factors
K27910	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
K27912	phage_related	phage_related=text:phage
K27913	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
K27914	phage_related	phage_related=text:phage
K27915	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
K27916	phage_related	phage_related=text:phage
K27919	hydrolase	hydrolase=text:hydrolase
K27920	cysteine_protease,deubiquitinase,hydrolase,peptidase,protease	cysteine_protease=brite:ko01002 Cysteine peptidases > Family C19: ubiquitin-specific protease family;deubiquitinase=brite:ko01002 Cysteine peptidases > Family C19: ubiquitin-specific protease family;hydrolase=ec:3.4.19.12;peptidase=ec:3.4.19.12;protease=ec:3.4.19.12
K27921	acetyltransferase,transferase	acetyltransferase=text:acetyltransferase;transferase=ec:2.3.1.-
K27923	dna_binding,helix_turn_helix,iclr_family,regulator,transcription_factor	dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > IclR family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > IclR family;iclr_family=brite:ko03000 Prokaryotic type > Helix-turn-helix > IclR family;regulator=text:IclR;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > IclR family
K27924	dehydrogenase,nad_binding,oxidoreductase	dehydrogenase=ec:1.1.1.67;nad_binding=ec:1.1.1.67;oxidoreductase=ec:1.1.1.67
K27925	hydrolase	hydrolase=ec:3.12.1.2
K27929	methyltransferase,phage_related,sam_binding,transferase	methyltransferase=text:methyltransferase;phage_related=text:phage;sam_binding=text:SAM-dependent;transferase=text:transferase
K27930	phage_related	phage_related=text:phage
K27931	kinase,transferase	kinase=text:phosphotransferase;transferase=text:transferase
K27935	carbon_fixation,chaperone,rubisco,stress_response	carbon_fixation=text:RuBisCO;chaperone=brite:ko03110 Other chaperones and cochaperones > Others;rubisco=text:RuBisCO;stress_response=text:chaperon
K27941	membrane	membrane=text:integral
K27948	peptidase	peptidase=brite:ko01002 Metallo peptidases > Family M98
K27950	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.-;peptidase=ec:3.4.21.-;protease=ec:3.4.21.-
K27952	carbon_fixation,chaperone,rubisco	carbon_fixation=text:RuBisCO;chaperone=brite:ko03110 Other chaperones and cochaperones > Others;rubisco=text:RuBisCO
K27953	chaperone	chaperone=brite:ko03110 Other chaperones and cochaperones > Others
K27954	membrane	membrane=text:membrane
K27956	transferase	transferase=ec:2.3.1.-
K27957	transferase	transferase=ec:2.3.1.-
K27958	transferase	transferase=ec:2.3.1.-
K27959	transferase	transferase=ec:2.3.1.-
K27967	dna_repair,nucleotide_excision_repair	dna_repair=brite:ko03400 Eukaryotic type > SSBR (single strand breaks repair) > NER (nucleotide excision repair) > Other NER factors;nucleotide_excision_repair=brite:ko03400 Eukaryotic type > SSBR (single strand breaks repair) > NER (nucleotide excision repair) > Other NER factors
K27969	ligase,synthetase	ligase=ec:6.3.2.65;synthetase=ec:6.3.2.65
K27970	transferase	transferase=ec:2.3.2.27
K27971	transferase	transferase=ec:2.3.2.27
K27977	methyltransferase,transferase	methyltransferase=ec:2.1.1.398;transferase=ec:2.1.1.398
K27978	transferase	transferase=ec:2.3.2.38
K27979	transferase	transferase=ec:2.3.2.39
K27980	transferase	transferase=ec:2.5.1.161
K27981	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.227;glycosidase=ec:3.2.1.227;hydrolase=ec:3.2.1.227
K27982	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.140;glycosidase=ec:3.2.1.140;hydrolase=ec:3.2.1.140
K27983	carbohydrate_active,glycosidase,hydrolase	carbohydrate_active=ec:3.2.1.228;glycosidase=ec:3.2.1.228;hydrolase=ec:3.2.1.228
K27984	methyltransferase,transferase	methyltransferase=ec:2.1.1.399;transferase=ec:2.1.1.399
K27985	transferase	transferase=ec:2.3.1.327
K27986	transferase	transferase=ec:2.3.1.328
K27987	transferase	transferase=ec:2.3.1.324
K27988	transferase	transferase=ec:2.1.4.4
K27989	transferase	transferase=ec:2.1.4.5
K27990	dna_methylase,methyltransferase,transferase	dna_methylase=ec:2.1.1.72;methyltransferase=ec:2.1.1.72;transferase=ec:2.1.1.72
K27991	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
K27992	aminotransferase,transferase	aminotransferase=text:aminotransferase;transferase=text:transferase
K27993	transferase	transferase=text:transferase
K27994	methyltransferase,transferase	methyltransferase=text:methyltransferase;transferase=text:transferase
K27996	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=text:glyco;glycosyltransferase=text:glycosyltransferase;transferase=text:transferase
K27997	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=text:glyco;glycosyltransferase=text:glycosyltransferase;transferase=text:transferase
K27999	transcription_factor,zinc_binding,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others;zinc_binding=text:zinc;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others
K28001	zinc_binding,zinc_finger	zinc_binding=text:zinc;zinc_finger=text:zinc finger
K28002	transcription_factor,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Cys2His2 others
K28004	zinc_binding,zinc_finger	zinc_binding=text:zinc;zinc_finger=text:zinc finger
K28005	base_excision_repair,dna_repair,glycosyltransferase,replication,transferase	base_excision_repair=brite:ko03400 Eukaryotic type > SSBR (single strand breaks repair) > BER (base exicision repair) > Other BER factors;dna_repair=brite:ko03400 Eukaryotic type > SSBR (single strand breaks repair) > BER (base exicision repair) > Other BER factors;glycosyltransferase=ec:2.4.2.30;replication=brite:ko03032 Eukaryotic type > DNA Replication Termination Factors > Other termination factors;transferase=ec:2.4.2.30
K28006	synthase	synthase=text:synthase
K28007	nucleotidyltransferase,transferase	nucleotidyltransferase=ec:2.7.7.109;transferase=ec:2.7.7.109
K28008	methyltransferase,transferase	methyltransferase=ec:2.1.1.400;transferase=ec:2.1.1.400
K28009	biosynthesis	biosynthesis=text:biosynth
K28010	nucleotidyltransferase,transferase	nucleotidyltransferase=ec:2.7.7.110;transferase=ec:2.7.7.110
K28011	transferase	transferase=swissprot:10/10
K28012	biosynthesis	biosynthesis=text:biosynth
K28013	hydrolase,lyase	hydrolase=text:deaminase;lyase=ec:4.3.1.12
K28014	carbohydrate_active,glycosyltransferase,transferase	carbohydrate_active=brite:ko01003 Polysaccharide > Bacterial polysaccharide (excluding LPS);glycosyltransferase=brite:ko01003 Polysaccharide > Bacterial polysaccharide (excluding LPS);transferase=ec:2.7.8.-
K28015	dioxygenase,oxidoreductase,oxygenase,synthase	dioxygenase=ec:1.13.11.95;oxidoreductase=ec:1.13.11.95;oxygenase=ec:1.13.11.95;synthase=text:synthase
K28016	monooxygenase,oxidoreductase,oxygenase	monooxygenase=ec:1.14.15.41;oxidoreductase=ec:1.14.15.41;oxygenase=ec:1.14.15.41
K28017	monooxygenase,oxidoreductase,oxygenase	monooxygenase=ec:1.14.15.42;oxidoreductase=ec:1.14.15.42;oxygenase=ec:1.14.15.42
K28018	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=ec:1.5.99.16
K28023	mfs_transporter,transporter	mfs_transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Proteobacterial intraphagosomal amino acid transporter (Pht)  family [TC:2.A.1.53];transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Proteobacterial intraphagosomal amino acid transporter (Pht)  family [TC:2.A.1.53]
K28024	membrane	membrane=text:membrane
K28026	membrane	membrane=text:transmembrane
K28027	mfs_transporter,transporter	mfs_transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2];transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2]
K28028	mfs_transporter,transporter	mfs_transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2];transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Drug:H+ antiporter-1 (12 spanner) (DHA1) family [TC:2.A.1.2]
K28029	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28030	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28034	monooxygenase,nad_binding,oxidoreductase,oxygenase	monooxygenase=ec:1.14.13.253;nad_binding=ec:1.14.13.253;oxidoreductase=ec:1.14.13.253;oxygenase=ec:1.14.13.253
K28035	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K28048	plp_binding	plp_binding=text:PLP
K28051	amidase,cysteine_protease,hydrolase,peptidase	amidase=ec:3.5.1.-;cysteine_protease=brite:ko01002 Cysteine peptidases > Family C45;hydrolase=ec:3.5.1.-;peptidase=brite:ko01002 Cysteine peptidases > Family C45
K28052	ligase,nrps,secondary_metabolism,synthetase	ligase=ec:6.3.2.-;nrps=text:nonribosomal;secondary_metabolism=text:nonribosomal;synthetase=ec:6.3.2.-
K28059	mfs_transporter,transporter	mfs_transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Drug:H+ antiporter-2 (14 spanner) (DHA2) family [TC:2.A.1.3];transporter=brite:ko02000 Major facilitator superfamily (MFS) > Drug transporters > Drug:H+ antiporter-2 (14 spanner) (DHA2) family [TC:2.A.1.3]
K28060	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase
K28061	dehydrogenase,oxidoreductase	dehydrogenase=text:dehydrogenase;oxidoreductase=text:dehydrogenase
K28064	methyltransferase,transferase	methyltransferase=ec:2.1.1.12;transferase=ec:2.1.1.12
K28065	decarboxylase,lyase,methyltransferase,transferase	decarboxylase=text:decarboxylase;lyase=text:decarboxylase;methyltransferase=text:methyltransferase;transferase=text:transferase
K28066	decarboxylase,lyase	decarboxylase=text:decarboxylase;lyase=text:decarboxylase
K28067	lyase	lyase=ec:4.4.1.3
K28068	lyase	lyase=ec:4.4.1.3
K28069	lyase	lyase=ec:4.4.1.3
K28070	transferase	transferase=text:transferase
K28072	lyase	lyase=text:lyase
K28073	lyase	lyase=text:lyase
K28074	transcription_factor,zinc_binding,zinc_finger	transcription_factor=brite:ko03000 Eukaryotic type > Zinc finger > Other zinc fingers;zinc_binding=text:zinc;zinc_finger=brite:ko03000 Eukaryotic type > Zinc finger > Other zinc fingers
K28077	kinase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K28079	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28080	methyltransferase,transferase	methyltransferase=ec:2.1.1.-;transferase=ec:2.1.1.-
K28083	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > Others
K28089	kinase,lyase,serine_threonine_kinase,transferase	kinase=ec:2.7.11.1;lyase=ec:4.6.1.2;serine_threonine_kinase=ec:2.7.11.1;transferase=ec:2.7.11.1
K28099	membrane	membrane=text:transmembrane
K28100	hydrolase,membrane	hydrolase=ec:3.6.1.-;membrane=text:transmembrane
K28103	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28104	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28105	transporter	transporter=brite:ko02000 Solute carrier family (SLC) > SLC25: Mitochondrial carrier
K28106	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28107	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28125	epimerase,isomerase,racemase	epimerase=text:epimerase;isomerase=ec:5.1.3.42;racemase=ec:5.1.3.42
K28126	isomerase,mutase	isomerase=ec:5.4.2.13;mutase=ec:5.4.2.13
K28127	chaperone	chaperone=brite:ko03110 Other chaperones and cochaperones > Others
K28128	chaperone	chaperone=brite:ko03110 Other chaperones and cochaperones > Others
K28130	dna_binding	dna_binding=text:DNA binding
K28131	synthase,transferase	synthase=text:synthase;transferase=ec:2.5.1.81
K28136	hydrolase,metal_binding,peptidase,protease	hydrolase=ec:3.4.24.-;metal_binding=ec:3.4.24.-;peptidase=ec:3.4.24.-;protease=ec:3.4.24.-
K28138	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.2.1.84;oxidoreductase=ec:1.2.1.84;reductase=text:reductase
K28139	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.2.1.84;oxidoreductase=ec:1.2.1.84;reductase=text:reductase
K28140	nad_binding,oxidoreductase,reductase	nad_binding=ec:1.2.1.-;oxidoreductase=ec:1.2.1.-;reductase=text:reductase
K28141	hydrolase,rna_binding,rnase	hydrolase=ec:3.1.-.-;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K28142	antitoxin,toxin_antitoxin	antitoxin=brite:ko02048 Toxin-antitoxin system (TA system) > Type II TA system > VapC-VapB;toxin_antitoxin=text:antitoxin
K28143	hydrolase,rna_binding,rnase	hydrolase=ec:3.1.-.-;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K28144	antitoxin,toxin_antitoxin	antitoxin=brite:ko02048 Toxin-antitoxin system (TA system) > Type II TA system > VapC-VapB;toxin_antitoxin=text:antitoxin
K28147	hydrolase,rna_binding,rnase	hydrolase=ec:3.1.-.-;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K28148	antitoxin,toxin_antitoxin	antitoxin=brite:ko02048 Toxin-antitoxin system (TA system) > Type II TA system > VapC-VapB;toxin_antitoxin=text:antitoxin
K28149	hydrolase,rna_binding,rnase	hydrolase=ec:3.1.-.-;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K28150	antitoxin,toxin_antitoxin	antitoxin=brite:ko02048 Toxin-antitoxin system (TA system) > Type II TA system > VapC-VapB;toxin_antitoxin=text:antitoxin
K28151	hydrolase,rna_binding,rnase	hydrolase=ec:3.1.-.-;rna_binding=text:ribonuclease;rnase=text:ribonuclease
K28152	antitoxin,toxin_antitoxin	antitoxin=brite:ko02048 Toxin-antitoxin system (TA system) > Type II TA system > VapC-VapB;toxin_antitoxin=text:antitoxin
K28153	translation,translation_factor	translation=brite:ko03012 Eukaryotic type > Initiation factors > Initiation associated factors;translation_factor=brite:ko03012 Eukaryotic type > Initiation factors > Initiation associated factors
K28156	transporter	transporter=brite:ko02000 Other transporters > Electrochemical potential-driven transporters [TC:2]
K28157	transcription_factor	transcription_factor=brite:ko03000 Eukaryotic type > Other transcription factors > Others
K28158	arac_family,dna_binding,helix_turn_helix,regulator,transcription_factor	arac_family=brite:ko03000 Prokaryotic type > Helix-turn-helix > AraC family;dna_binding=brite:ko03000 Prokaryotic type > Helix-turn-helix > AraC family;helix_turn_helix=brite:ko03000 Prokaryotic type > Helix-turn-helix > AraC family;regulator=text:AraC;transcription_factor=brite:ko03000 Prokaryotic type > Helix-turn-helix > AraC family
K28159	hydrolase	hydrolase=text:hydrolase
K28161	ligase,synthetase	ligase=ec:6.2.1.3;synthetase=ec:6.2.1.3
K28162	hydrolase,peptidase,protease	hydrolase=text:peptidase;peptidase=brite:ko01002 Serine peptidases > Family S1: chymotrypsin family;protease=text:peptidase
K28163	hydrolase,peptidase,protease	hydrolase=text:peptidase;peptidase=brite:ko01002 Serine peptidases > Family S1: chymotrypsin family;protease=text:peptidase
K28164	hydrolase,peptidase,protease	hydrolase=text:peptidase;peptidase=brite:ko01002 Serine peptidases > Family S1: chymotrypsin family;protease=text:peptidase
K28165	peptidase	peptidase=brite:ko01002 Serine peptidases > Family S54: Rhomboid family
K28166	hydrolase,peptidase,protease	hydrolase=ec:3.4.21.-;peptidase=ec:3.4.21.-;protease=ec:3.4.21.-
K28169	dna_binding,helix_turn_helix,transcription_factor	dna_binding=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;helix_turn_helix=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;transcription_factor=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors
K28170	dna_binding,helix_turn_helix,transcription_factor	dna_binding=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;helix_turn_helix=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;transcription_factor=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors
K28171	dna_binding,helix_turn_helix,transcription_factor	dna_binding=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;helix_turn_helix=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;transcription_factor=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors
K28172	dna_binding,helix_turn_helix,transcription,transcription_factor	dna_binding=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;helix_turn_helix=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;transcription=text:transcription;transcription_factor=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors
K28173	dna_binding,helix_turn_helix,transcription,transcription_factor	dna_binding=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;helix_turn_helix=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors;transcription=text:transcription;transcription_factor=brite:ko03000 Eukaryotic type > Helix-turn-helix > Tryptophan clusters Myb, Myb-like factors
